class,itstate,state,frequency,frequency_bin,real_center,imag_center,gamma_magnitude,sample_count
0,2,closed,849.0,849.0,0.5176239013671875,0.5322265625,0.7424281898588942,20
0,3,closed,703.0,703.0,0.31365966796875,0.540679931640625,0.6250737362817106,1
0,3,closed,704.0,704.0,0.316619873046875,0.543975830078125,0.6294107146509379,1
0,3,closed,705.0,705.0,0.3067626953125,0.5268402099609375,0.6096424838108597,2
0,3,closed,706.0,706.0,0.2992706298828125,0.509490966796875,0.5908840454421407,2
0,3,closed,707.0,707.0,0.299224853515625,0.514739990234375,0.5953929547012895,1
0,3,closed,708.0,708.0,0.3179779052734375,0.537445068359375,0.624465491237023,2
0,3,closed,709.0,709.0,0.3004302978515625,0.5166015625,0.5976081812062315,2
0,3,closed,710.0,710.0,0.3099365234375,0.5258026123046875,0.6103515672683716,4
0,3,closed,711.0,711.0,0.315277099609375,0.530426025390625,0.6170505797337814,3
0,3,closed,712.0,712.0,0.31793212890625,0.53253173828125,0.6202184219028891,3
0,3,closed,713.0,713.0,0.308807373046875,0.5333709716796875,0.616316953424653,2
0,3,closed,714.0,714.0,0.3215484619140625,0.5406951904296875,0.6290824288700928,4
0,3,closed,715.0,715.0,0.324249267578125,0.544189453125,0.63346645405849,4
0,3,closed,716.0,716.0,0.320068359375,0.54351806640625,0.6307579909783093,2
0,3,closed,717.0,717.0,0.3330078125,0.55047607421875,0.6433646800014141,3
0,3,closed,718.0,718.0,0.330841064453125,0.555694580078125,0.6467242660181234,3
0,3,closed,719.0,719.0,0.333587646484375,0.558563232421875,0.6505948066965782,3
0,3,closed,720.0,720.0,0.33966064453125,0.561187744140625,0.6559733513009715,4
0,3,closed,721.0,721.0,0.3429718017578125,0.5643310546875,0.6603780705669339,4
0,3,closed,722.0,722.0,0.348663330078125,0.5662841796875,0.6650142027848069,1
0,3,closed,723.0,723.0,0.349334716796875,0.57037353515625,0.668850292641179,4
0,3,closed,724.0,724.0,0.3436279296875,0.5701904296875,0.6657306363451613,4
0,3,closed,725.0,725.0,0.353302001953125,0.575408935546875,0.6752168153202893,5
0,3,closed,726.0,726.0,0.3499298095703125,0.5764007568359375,0.6743060908125899,4
0,3,closed,727.0,727.0,0.3533782958984375,0.5789642333984375,0.6782888791412727,4
0,3,closed,728.0,728.0,0.36834716796875,0.5828857421875,0.6895182554480129,3
0,3,closed,729.0,729.0,0.3689117431640625,0.5867919921875,0.6931238823902421,4
0,3,closed,730.0,730.0,0.372406005859375,0.5893707275390625,0.6971686221281453,4
0,3,closed,731.0,731.0,0.3602294921875,0.588287353515625,0.6898168578311797,5
0,3,closed,732.0,732.0,0.363616943359375,0.59130859375,0.6941636223114962,5
0,3,closed,733.0,733.0,0.366851806640625,0.594024658203125,0.6981730033371599,3
0,3,closed,734.0,734.0,0.356842041015625,0.5760498046875,0.6776205573303572,4
0,3,closed,735.0,735.0,0.37371826171875,0.5987548828125,0.7058135368735108,7
0,3,closed,736.0,736.0,0.37689208984375,0.601226806640625,0.7095923621418658,7
0,3,closed,737.0,737.0,0.341278076171875,0.5589599609375,0.6549098893793158,6
0,3,closed,738.0,738.0,0.364715576171875,0.585113525390625,0.6894746471752448,6
0,3,closed,739.0,739.0,0.388275146484375,0.6077880859375,0.7212239227764375,7
0,3,closed,740.0,740.0,0.35089111328125,0.56927490234375,0.6687290092543026,6
0,3,closed,741.0,741.0,0.39508056640625,0.611114501953125,0.7277015792543667,7
0,3,closed,742.0,742.0,0.357177734375,0.57659912109375,0.6782643145406834,5
0,3,closed,743.0,743.0,0.36041259765625,0.578277587890625,0.6813972477240611,5
0,3,closed,744.0,744.0,0.36431884765625,0.581939697265625,0.6865726720538659,7
0,3,closed,745.0,745.0,0.367340087890625,0.5848388671875,0.6906339412052165,9
0,3,closed,746.0,746.0,0.412567138671875,0.618316650390625,0.7433216827606878,7
0,3,closed,747.0,747.0,0.374267578125,0.590728759765625,0.6993115812352791,9
0,3,closed,748.0,748.0,0.3967742919921875,0.60772705078125,0.7257837191871817,6
0,3,closed,824.0,824.0,0.584228515625,0.626983642578125,0.8569897587077251,17
0,3,closed,825.0,825.0,0.5867919921875,0.62628173828125,0.8582270432699958,13
0,3,closed,826.0,826.0,0.5669708251953125,0.6260528564453125,0.8446289692438856,14
0,3,closed,827.0,827.0,0.593536376953125,0.625457763671875,0.8622545128348503,15
0,3,closed,828.0,828.0,0.589691162109375,0.625091552734375,0.8593457487936838,15
0,3,closed,829.0,829.0,0.599456787109375,0.6248321533203125,0.8658889417439127,14
